user_id,age_range,gender,state,city,phone_price_range,phone_model,language,request_id,id_md5,timestamp,device_type,network_type,has_request
U_66028,25-34,FEMALE,DL,Chennai,mid,SamsungS23,English,REQ_000614,e4d1b39454578b512c3d4583eb7baefa,10:49.5,Tablet,5G,1
U_233964,below_18,,DL,Delhi,,SamsungS23,English,REQ_000615,fc0c161ca6942a97e3e09979b694f10a,13:36.5,Tablet,4G,1
U_83287,18-24,FEMALE,UP,Bangalore,,SamsungS23,Telugu,REQ_000616,b33ea23962ecfb6309e8d770aeba3e8e,50:31.5,Mobile,WiFi,1
U_271170,35-44,f,ka,Mumbai,,SamsungS23,Tamil,REQ_000617,a5112aa3ba7abb210e6e0b14867bc31e,57:16.5,Mobile,4G,1
U_28015,25-34,f,TN,Mumbai,low,iPhone15,Hindi,REQ_000618,dac99293ff7cd86622ee350e931aa842,34:10.5,,4G,1
U_267296,45-54,FEMALE,DL,,mid,SamsungS23,English,REQ_000619,5d200422857ad5ba9e1566dbc385b39b,24:30.5,,4G,1
U_473205,45-54,,MH,,,iPhone15,Tamil,REQ_000620,63a808d71b954b459bc413957cb3a267,16:47.5,,WiFi,1
U_276859,25-34,MALE,MH,Mumbai,high,iPhone15,English,REQ_000621,35572c65582415d033e01f694be4fb95,27:43.5,Mobile,WiFi,1
U_151447,25-34,f,UP,,low,Pixel8,Telugu,REQ_000622,fee2092fd340201ebd2ac3618e6b8863,29:32.5,Mobile,4G,1
U_69443,35-44,MALE,ka,Delhi,,SamsungS23,English,REQ_000623,bf3e5f2b241cedc7d2813e7447048dd2,43:42.5,,WiFi,1
U_318167,45-54,,UP,Delhi,,Pixel8,Hindi,REQ_000624,74615bcf8c72e2a9c547d0946d54dbb9,02:13.5,Tablet,WiFi,1
U_440147,45-54,FEMALE,UP,Lucknow,mid,RedmiNote,English,REQ_000625,0a738938652cfd9290803d3e2ae62c8b,26:20.5,,WiFi,1
U_299968,18-24,FEMALE,ka,Mumbai,high,RedmiNote,Hindi,REQ_000626,695a4f7377d0f88ee6a97bb54ac44c24,49:08.5,,5G,1
U_423510,18-24,f,DL,Mumbai,high,RedmiNote,Hindi,REQ_000627,730b0fe76292da58d6b42d6efd4b2a66,22:21.5,,4G,1
U_13297,18-24,FEMALE,,Delhi,low,RedmiNote,English,REQ_000628,0f63a40c5447ef274df887194a4084f0,19:38.5,,5G,1
U_328569,,FEMALE,DL,Bangalore,high,Pixel8,Tamil,REQ_000629,0fde4a8d63d7ff7a2255be18d802fc21,56:24.5,,5G,1
U_102275,,FEMALE,DL,Bangalore,high,SamsungS23,Tamil,REQ_000630,ecccaf433c5eb553624ae6699d5f997b,25:10.5,Tablet,4G,1
U_294426,35-44,MALE,MH,Mumbai,mid,RedmiNote,Tamil,REQ_000631,94f0cfe7be1a803a70262ddce560fc3e,45:35.5,Mobile,5G,1
U_355043,below_18,FEMALE,ka,,,Pixel8,Tamil,REQ_000632,70b0a0dfc4b82fb513c1f00e3073c6d0,07:17.5,,4G,1
U_304349,45-54,FEMALE,,,high,iPhone15,Tamil,REQ_000633,10c1764cc508db984c25b5d81d974888,57:22.5,Mobile,WiFi,1
U_16705,18-24,m,UP,Lucknow,low,iPhone15,Hindi,REQ_000634,cb206d4150cebfb1f2e67a896470c387,02:48.5,,WiFi,1
U_23548,,FEMALE,,Delhi,mid,Pixel8,Tamil,REQ_000635,76162e58e5530aa4e965c086cd71f3d3,35:29.5,,WiFi,1
U_119176,55+,f,,,high,RedmiNote,Telugu,REQ_000636,be453820ca94cd33b2a477cb03776c2e,18:03.5,,4G,1
U_27026,18-24,m,TN,Delhi,mid,Pixel8,English,REQ_000637,b980ee7ca5d6ec2abeaaf2b7ed162003,56:00.5,,4G,1
U_51072,below_18,f,UP,Chennai,low,RedmiNote,Hindi,REQ_000638,89b532c94f3016f49e2879edb58285eb,14:15.5,Tablet,WiFi,1
U_439688,25-34,MALE,DL,Mumbai,,Pixel8,Telugu,REQ_000639,31b734fdfef470a345bb42790afa518a,48:09.5,Tablet,5G,1
U_171667,25-34,f,ka,Mumbai,low,iPhone15,Tamil,REQ_000640,6557e7640466468d4d1c7cc5b4d75e48,20:20.5,,5G,1
U_447386,45-54,MALE,ka,Delhi,low,SamsungS23,Telugu,REQ_000641,12c27f029c1e80f6ff688e45f63b0c32,38:29.5,Tablet,WiFi,1
U_494082,45-54,f,TN,Mumbai,high,SamsungS23,Tamil,REQ_000642,9380a796963d6a6cabf57a51cec331e0,28:49.5,,5G,1
U_358409,below_18,m,KA,Chennai,high,SamsungS23,Telugu,REQ_000643,887c6eaa40972e1dd9f0d9e02cf2b882,09:21.5,,5G,1
U_282070,below_18,MALE,KA,Lucknow,,iPhone15,Telugu,REQ_000644,05a2c438c30fe258bc5eabfaf31962a8,56:25.5,Tablet,4G,1
U_451798,35-44,FEMALE,MH,Mumbai,high,iPhone15,Hindi,REQ_000645,8e93ae149af42107895206bfee46b50d,16:07.5,,5G,1
U_416166,35-44,f,MH,Lucknow,,Pixel8,Telugu,REQ_000646,f9c1b277766e764462436ddbe568c7c5,37:19.5,,5G,1
U_481304,25-34,MALE,MH,,low,iPhone15,Tamil,REQ_000647,b37d6ea2d1125a700aa7cb399cd7743d,24:32.5,Mobile,WiFi,1
U_392821,35-44,,UP,Mumbai,,Pixel8,Tamil,REQ_000648,e6c49a7d95d78c4250de267316f90644,18:39.5,,4G,1
U_382539,25-34,f,TN,Bangalore,mid,Pixel8,Telugu,REQ_000649,9b80ce5e866d1b2d41b04723c8615123,01:31.5,Mobile,5G,1
U_25897,,f,DL,Delhi,high,Pixel8,Tamil,REQ_000650,256f6e32bc91d4824c8c5e7845e16499,17:09.5,Mobile,WiFi,1
U_03098,35-44,m,MH,Chennai,,SamsungS23,Hindi,REQ_000651,70b91b384fe225f027debb3d87c6205f,53:51.5,Tablet,WiFi,1
U_170986,35-44,m,KA,Mumbai,low,RedmiNote,English,REQ_000652,edd5a0e250e9e9e1241020461fe2871a,25:15.5,Tablet,5G,1
U_05159,55+,MALE,MH,Chennai,high,Pixel8,Hindi,REQ_000653,8a182668a74f31c1a1c33a7f3fb461eb,23:35.5,,WiFi,1
U_412845,35-44,f,,Bangalore,,iPhone15,Hindi,REQ_000654,5143052e8f2280f480ba32c59f2b6d1f,16:12.5,Mobile,WiFi,1
U_407503,,MALE,TN,Delhi,mid,Pixel8,English,REQ_000655,a00759040a7a0c239e19ff041d8741e0,52:09.5,,WiFi,1
U_113974,55+,,,Lucknow,high,Pixel8,Telugu,REQ_000656,5894a12ea3d8ae5c52cd3a409661dc00,31:46.5,,4G,1
U_306751,18-24,,,Delhi,mid,SamsungS23,Telugu,REQ_000657,d2af5c76e1cbec17b360043d5af8e02a,57:36.5,,5G,1
U_320435,18-24,FEMALE,MH,,,Pixel8,Hindi,REQ_000658,ea2c5a0401f4724801e9d727dea6d58f,04:06.5,,5G,1
U_420337,18-24,f,UP,,,iPhone15,Telugu,REQ_000659,5bdea2b2934b3c1c3d76ccc2f999d7f8,13:47.5,Tablet,4G,1
U_141322,45-54,,,,low,Pixel8,Telugu,REQ_000660,1acf5dd69192956dc173f88512009e6b,35:21.5,,4G,1
U_21104,18-24,FEMALE,MH,Lucknow,,SamsungS23,English,REQ_000661,370f43a8734dd37abacb7c33a7a34470,40:12.5,Tablet,WiFi,1
U_167407,,,ka,,high,iPhone15,Tamil,REQ_000662,06db873c0a4ae202298c1fb192c38dbf,24:31.5,Tablet,WiFi,1
U_120164,25-34,FEMALE,UP,Delhi,,RedmiNote,Telugu,REQ_000663,5e5ffd3fcfd1135b076e8b6b342d19f6,47:37.5,Mobile,4G,1
U_499955,25-34,,DL,Bangalore,high,Pixel8,Telugu,REQ_000664,3db7ed0ec2015591dba1534d8a353da0,45:06.5,,5G,1
U_102401,25-34,m,KA,Chennai,low,RedmiNote,English,REQ_000665,547c40eb3d4b3c321fc86b184ecd2e83,13:08.5,Mobile,5G,1
U_493289,45-54,f,UP,Lucknow,mid,iPhone15,English,REQ_000666,8387ff834ab25ee95d6c85e10b0d9637,47:31.5,Tablet,4G,1
U_415771,55+,,UP,,,RedmiNote,Hindi,REQ_000667,bd2ad0e6826cd106d3a54732517e8f17,09:47.5,Tablet,5G,1
U_480201,55+,FEMALE,ka,Chennai,high,RedmiNote,Hindi,REQ_000668,8453d7c41253379e6ed715f649554a3e,41:01.5,Mobile,WiFi,1
U_192649,below_18,FEMALE,TN,Lucknow,low,RedmiNote,Tamil,REQ_000669,c0fcaf904579cf34a1fd7df38ec3096f,06:36.5,Mobile,WiFi,1
U_61799,,MALE,,Mumbai,high,RedmiNote,Tamil,REQ_000670,072841a0b6dab6b631cb431adfb7705d,04:52.5,Mobile,4G,1
U_79145,25-34,,DL,Delhi,low,Pixel8,English,REQ_000671,76f83b7bcf557334fbba2ffb73e6f9f2,02:29.5,Tablet,WiFi,1
U_91705,25-34,MALE,UP,Delhi,low,RedmiNote,Telugu,REQ_000672,0b34eafdf0965c23a48dd216ad890161,30:36.5,Tablet,WiFi,1
U_362864,18-24,MALE,KA,Delhi,,iPhone15,Tamil,REQ_000673,64f0debdad33640e1efc917bedf18060,26:32.5,Tablet,5G,1
U_115218,,FEMALE,UP,Bangalore,low,Pixel8,English,REQ_000674,f2e5a1300bf0cd15adf0663bdd2585eb,29:30.5,,5G,1
U_278773,,f,KA,Mumbai,mid,Pixel8,English,REQ_000675,78608290c10a5e9f0599388524de96ee,52:48.5,,WiFi,1
U_241966,55+,f,,Lucknow,high,RedmiNote,Telugu,REQ_000676,385453892451780f03750795d0fb9ffa,15:05.5,Tablet,WiFi,1
U_325014,35-44,MALE,DL,,mid,SamsungS23,Tamil,REQ_000677,da13e2da92d7f2d07b5ad019c685f91d,52:53.5,Tablet,5G,1
U_77188,18-24,f,TN,Delhi,low,RedmiNote,Tamil,REQ_000678,055ec58a376b060bfc163540e370f1a5,16:19.5,,4G,1
U_498248,18-24,FEMALE,DL,Bangalore,low,iPhone15,Telugu,REQ_000679,b26ab93cfb568d328769c9e3acfca6db,02:59.5,,4G,1
U_162712,,m,ka,Mumbai,low,iPhone15,Tamil,REQ_000680,09d66f48f3652a5ac6cb62bf94a8bedd,03:16.5,Tablet,5G,1
U_125011,25-34,f,DL,,high,SamsungS23,Hindi,REQ_000681,bb4fd24d10d960c6083ee552b8b889bf,18:02.5,Mobile,WiFi,1
U_429729,18-24,f,KA,Mumbai,low,Pixel8,English,REQ_000682,06a6c839bad6fa3c598d4d85cc133426,11:14.5,Tablet,5G,1
U_152204,18-24,m,UP,Bangalore,high,SamsungS23,Hindi,REQ_000683,13f9e18ac086dfe87dabd7235d5cc12d,27:04.5,Tablet,5G,1
U_271698,,FEMALE,ka,Bangalore,mid,Pixel8,English,REQ_000684,6b44823732a91923289468f25095dde6,54:43.5,,4G,1
U_08593,,FEMALE,KA,Lucknow,,Pixel8,English,REQ_000685,a1b071e51dd33cbec1e37c498bdcb1b2,35:04.5,,WiFi,1
U_391907,55+,FEMALE,MH,Lucknow,low,RedmiNote,Tamil,REQ_000686,8a5c0d24c201fa1708bea857c68c3be0,56:49.5,,4G,1
U_398754,18-24,,KA,Bangalore,low,RedmiNote,Hindi,REQ_000687,1a1c36d48c6aa90fbd4ea469bf38ceff,45:59.5,Tablet,WiFi,1
U_10794,45-54,,,Mumbai,high,Pixel8,Telugu,REQ_000688,d96113fd8558156b156707531a37c397,53:18.5,Tablet,WiFi,1
U_126841,25-34,FEMALE,TN,Mumbai,mid,Pixel8,Telugu,REQ_000689,580df35e2e22837fe5264e9a3cc72dbe,00:42.5,Tablet,WiFi,1
U_235481,,m,MH,Mumbai,high,Pixel8,Telugu,REQ_000690,472df78d6dfa6df13cd584bb3b2b6d39,58:59.5,Mobile,5G,1
U_171324,,m,ka,Lucknow,,Pixel8,Tamil,REQ_000691,db352f1d2c621b3a5f5671fb13239e84,40:37.5,,WiFi,1
U_436220,55+,f,ka,Delhi,low,SamsungS23,Hindi,REQ_000692,550df6c4ca61c878d62de6b6ef951ab2,57:04.5,Mobile,4G,1
U_382522,35-44,FEMALE,MH,,mid,RedmiNote,Hindi,REQ_000693,de7e90aab59a5e82b8031b4ec6e2849d,56:42.5,,5G,1
U_492247,,MALE,,Lucknow,high,SamsungS23,English,REQ_000694,0afca04fb6bf0781e74d2a355be9544c,49:49.5,,WiFi,1
U_168581,55+,f,TN,Delhi,mid,Pixel8,Tamil,REQ_000695,facbeb9b63f3de430231c0a509dc2760,55:03.5,Mobile,5G,1
U_30162,25-34,FEMALE,KA,,mid,iPhone15,English,REQ_000696,2fa4d2fa00db7b1dd6f4a7359cbec576,28:58.5,Tablet,WiFi,1
U_413808,,MALE,TN,Bangalore,mid,iPhone15,Telugu,REQ_000697,01021eaa9e1c5db85645d30e85298c4e,55:39.5,,WiFi,1
U_326363,35-44,,KA,Delhi,high,iPhone15,Tamil,REQ_000698,08e4546e8c566bb9274bea6262e6fc8c,59:27.5,Mobile,WiFi,1
U_01287,35-44,f,KA,Lucknow,,Pixel8,Hindi,REQ_000699,2638ec67aa3038d970351aff9ab9d22f,02:20.5,Tablet,WiFi,1
U_406659,55+,f,DL,,low,iPhone15,Hindi,REQ_000700,e66be2afa267a5356135a16700ede723,29:58.5,Tablet,4G,1
U_166542,below_18,,ka,Lucknow,mid,RedmiNote,Telugu,REQ_000701,1ecfbf424eec90db888a15a80b518e57,20:42.5,Mobile,WiFi,1
U_109751,55+,MALE,TN,Bangalore,mid,RedmiNote,Tamil,REQ_000702,db523a946f5daa8aefb7d04cb6caa018,25:51.5,,4G,1
U_431780,below_18,FEMALE,ka,Chennai,mid,SamsungS23,Hindi,REQ_000703,800a960d86f3faa955956fee039f4142,53:45.5,,4G,1
U_91858,18-24,MALE,ka,Bangalore,high,RedmiNote,Telugu,REQ_000704,4a297f372c65ad6e02d3177bd4fd31e4,15:36.5,Tablet,5G,1
U_238886,18-24,m,KA,Mumbai,high,RedmiNote,Hindi,REQ_000705,ee1957cc37787c2671a6df0672e3ab8f,37:25.5,Mobile,WiFi,1
U_202032,35-44,f,MH,,mid,SamsungS23,Telugu,REQ_000706,967569d2c4460b3c5bca4a25111c6483,23:07.5,,4G,1
U_266213,,,ka,Chennai,low,Pixel8,Telugu,REQ_000707,6b92f2df356d48e13cd82497528d6bd6,32:13.5,,5G,1
U_473333,45-54,f,KA,Chennai,high,Pixel8,Hindi,REQ_000708,cb84e0ce5f31b739d7735423c1bbb71c,55:15.5,,WiFi,1
U_71320,,MALE,UP,Delhi,low,iPhone15,Tamil,REQ_000709,4d866ec3eedcfd4fd3ec9afa99acda63,25:31.5,,4G,1
U_448007,below_18,m,ka,Bangalore,mid,RedmiNote,Hindi,REQ_000710,241c2f69bd028bcff7068ba95b63617d,56:52.5,Mobile,5G,1
U_211202,18-24,MALE,KA,Mumbai,high,iPhone15,English,REQ_000711,d349523536233d9544731fd70ca57c6f,23:25.5,,WiFi,1
U_213324,,f,,Mumbai,mid,Pixel8,Tamil,REQ_000712,0b83a656a7b42d820380201b6b5121f8,03:55.5,Mobile,WiFi,1
U_428128,35-44,MALE,,Lucknow,,SamsungS23,Hindi,REQ_000713,5ec0b63183cc9980bba8ec5a62f306d2,19:30.5,Mobile,WiFi,1
U_41404,55+,FEMALE,,Chennai,high,iPhone15,Tamil,REQ_000714,6ffaa91b862c46db56bd83ff39348c80,50:54.5,,5G,1
U_329345,25-34,FEMALE,KA,Bangalore,low,iPhone15,English,REQ_000715,d08169cad28e4c0adca938cb85ee9f74,41:27.5,Tablet,4G,1
U_429108,45-54,MALE,DL,Chennai,low,RedmiNote,Tamil,REQ_000716,653625ce6fb0dd055062d2ba6c4e5c07,52:40.5,Tablet,4G,1
U_471469,45-54,FEMALE,TN,Lucknow,,Pixel8,English,REQ_000717,ae0bb8308a7b8abb3dfa52f2c0a75e90,19:30.5,,5G,1
U_124814,45-54,,,Lucknow,high,SamsungS23,Telugu,REQ_000718,65c1b74afdeb8fe701051322fa50dca3,03:14.5,,WiFi,1
U_187450,25-34,f,TN,Bangalore,low,iPhone15,Tamil,REQ_000719,89c5649903ea8530b4fe5c2a0952ddaa,34:53.5,Tablet,WiFi,1
U_405927,18-24,MALE,DL,Mumbai,,Pixel8,English,REQ_000720,fa0d3467e2e05f87bec7615fdb240b83,26:04.5,Mobile,5G,1
U_311125,below_18,,TN,,high,RedmiNote,English,REQ_000721,59165f954eabea33036e23e25d3828a7,46:47.5,Tablet,WiFi,1
U_318830,55+,MALE,DL,Delhi,low,Pixel8,Tamil,REQ_000722,4e08ac5a4b704ddc3925ffbb9328bc6c,10:40.5,Tablet,5G,1
U_473087,18-24,f,KA,,,iPhone15,Hindi,REQ_000723,027632e7ad32f5b76708dd1fd765bbe2,08:31.5,,5G,1
U_81217,45-54,FEMALE,TN,Bangalore,low,Pixel8,English,REQ_000724,87f170333eb64582f3dc723c93dc77a6,00:55.5,Tablet,4G,1
U_438213,below_18,,KA,Mumbai,mid,RedmiNote,Tamil,REQ_000725,7e16bcc66f3186fd1157ebb73223d116,16:19.5,Mobile,5G,1
U_387557,below_18,FEMALE,TN,Lucknow,low,SamsungS23,English,REQ_000726,fec7648b5e68ebb85f1b570b39946160,32:21.5,,4G,1
U_268825,55+,f,UP,Delhi,low,RedmiNote,Telugu,REQ_000727,c3c5a1dda64e1c1defdd5a94df4ec42a,55:51.5,Tablet,WiFi,1
U_78790,below_18,,DL,Bangalore,low,iPhone15,English,REQ_000728,9999ec48523def6a0d9d8036a0a72c6c,32:10.5,,5G,1
U_159454,below_18,MALE,MH,Mumbai,,iPhone15,English,REQ_000729,f592d6a9f260470debe133d621643703,05:35.5,Tablet,5G,1
U_69130,55+,MALE,,Mumbai,high,RedmiNote,Telugu,REQ_000730,6920ca90767c49dc320700584edbff5d,06:37.5,,WiFi,1
U_282923,45-54,FEMALE,,Chennai,mid,Pixel8,English,REQ_000731,4e10edb2b513deffb63ead3b31704e87,04:02.5,,WiFi,1
U_392308,55+,MALE,TN,,,SamsungS23,Telugu,REQ_000732,ae25b88cb6736e72687f50f841e1434f,00:58.5,Tablet,WiFi,1
U_13133,35-44,,DL,Delhi,,SamsungS23,Tamil,REQ_000733,afa82b36a0cc949d3cb0c4713da23d0e,29:57.5,Mobile,WiFi,1
U_451001,45-54,,TN,Mumbai,mid,iPhone15,Hindi,REQ_000734,ff40ebd997c661f7d17f5f4f3c7e0d80,15:48.5,Tablet,4G,1
U_406633,55+,m,KA,,,iPhone15,Hindi,REQ_000735,55c229b56f2fa06f533cb3441bbfe869,18:55.5,Mobile,4G,1
U_231947,35-44,FEMALE,KA,Delhi,high,iPhone15,Telugu,REQ_000736,caef5541afeafa2898b521a695028827,20:22.5,Tablet,4G,1
U_27289,55+,MALE,ka,Bangalore,mid,iPhone15,Hindi,REQ_000737,538bda7b3cc23a2b43334cd402a1174f,42:18.5,Mobile,WiFi,1
U_330636,35-44,f,,Chennai,high,SamsungS23,English,REQ_000738,1e30a7e5fc4468ae348fbc92ac66a0a8,59:23.5,Mobile,4G,1
U_302548,55+,MALE,DL,Bangalore,high,RedmiNote,English,REQ_000739,0e338e6b652529330fdc33ca6019749a,04:23.5,,5G,1
U_53873,55+,f,KA,Bangalore,mid,iPhone15,Hindi,REQ_000740,b41888074f07644b2a7a2fa765d3f2a7,01:27.5,Tablet,WiFi,1
U_234704,,MALE,TN,Lucknow,mid,Pixel8,English,REQ_000741,908b2026ef768772b066f8c243ebc82d,56:21.5,,WiFi,1
U_488460,18-24,FEMALE,TN,Chennai,mid,SamsungS23,English,REQ_000742,f9fda0bdab970c522ca6e7bcb37d7ec4,43:15.5,Tablet,4G,1
U_496328,below_18,m,MH,,high,iPhone15,Telugu,REQ_000743,aced4aa1fa8180317eb94664a9fab9a8,41:07.5,Tablet,WiFi,1
U_73737,18-24,MALE,,Bangalore,mid,Pixel8,Telugu,REQ_000744,5e1f7c3108da4c3f37caebea76fddd96,33:51.5,Mobile,WiFi,1
U_86987,25-34,MALE,MH,Delhi,low,RedmiNote,Hindi,REQ_000745,a575bc365cdcdd49fd23a1a1f68aae91,03:36.5,,WiFi,1
U_364178,below_18,FEMALE,,Delhi,high,RedmiNote,Tamil,REQ_000746,4ab254db192ea57ebfbe5e0b0261c7c9,08:08.5,,4G,1
U_218573,18-24,MALE,,Mumbai,mid,iPhone15,Tamil,REQ_000747,239fc2030f373fdf7d64fe9e0df109e4,27:05.5,Mobile,WiFi,1
U_114673,45-54,f,DL,Lucknow,mid,Pixel8,Hindi,REQ_000748,a8233cbb1d686fd109e4b3fda98d1029,24:09.5,Mobile,5G,1
U_78800,55+,FEMALE,UP,Mumbai,mid,iPhone15,Hindi,REQ_000749,f4c8dbc2d6978ff03937f7b8659f9da9,31:50.5,Tablet,WiFi,1
U_460584,,,MH,Mumbai,high,iPhone15,English,REQ_000750,d419839447f5fee495e97105bb63ce20,55:39.5,Tablet,WiFi,1
U_458651,45-54,,DL,,low,SamsungS23,Hindi,REQ_000751,b4a3e6f957a2d21bee0e566e65253b5a,16:25.5,Tablet,4G,1
U_404746,,FEMALE,,Lucknow,low,RedmiNote,Hindi,REQ_000752,8dea9936cb36ba80e591bde3e41c9b0a,11:57.5,,WiFi,1
U_252174,18-24,MALE,ka,Chennai,,Pixel8,Telugu,REQ_000753,166575dc57922f1863edf100ae2d96c6,38:28.5,Mobile,WiFi,1
U_436021,,m,MH,Chennai,,SamsungS23,Tamil,REQ_000754,fa0288382910f5ffb329adb37435aa54,05:51.5,,WiFi,1
U_210554,35-44,FEMALE,KA,Mumbai,high,iPhone15,English,REQ_000755,4defa3e0daa324154d0ad670bb3ddd3e,41:09.5,,WiFi,1
U_131088,45-54,FEMALE,UP,Bangalore,high,RedmiNote,Telugu,REQ_000756,09af4b0a7a618f2e1eacfa368c0ddc68,11:29.5,,5G,1
U_126324,18-24,FEMALE,KA,Bangalore,low,RedmiNote,Hindi,REQ_000757,e992d13a544e83414fabb7aee0b87f64,57:56.5,,5G,1
U_114092,25-34,FEMALE,ka,Chennai,,iPhone15,English,REQ_000758,b5846044660d92afec715275a870046a,18:37.5,Mobile,5G,1
U_335901,below_18,,KA,Bangalore,mid,RedmiNote,Hindi,REQ_000759,e906d45b94ea29c906340f114ef11122,01:24.5,Mobile,WiFi,1
U_249435,18-24,f,ka,Mumbai,low,Pixel8,Tamil,REQ_000760,6715e1b8d444517122428e30f8257224,03:52.5,Mobile,5G,1
U_249035,55+,,DL,Lucknow,high,iPhone15,Hindi,REQ_000761,e65a3a73ac1e96585c3a4be100f56c16,13:18.5,,4G,1
U_431726,35-44,f,ka,Chennai,low,SamsungS23,Tamil,REQ_000762,e77edd3df5a6958aa39ee8eb27fc367c,21:25.5,,WiFi,1
U_434195,35-44,m,MH,Chennai,low,iPhone15,English,REQ_000763,aa75a7d3612b29a675f40098cae22b27,05:02.5,,WiFi,1
U_436993,,m,,,low,Pixel8,English,REQ_000764,7964889b87ea24dc5805c7e32812e583,07:04.5,Mobile,5G,1
U_211400,below_18,m,MH,Mumbai,high,iPhone15,Telugu,REQ_000765,752bdd39a69e8872226bc3f1f5444ec9,45:52.5,Tablet,4G,1
U_391348,25-34,FEMALE,MH,,high,SamsungS23,Tamil,REQ_000766,1ef907e1d2f3f02b1b151088adad4d7e,33:36.5,,WiFi,1
U_72343,18-24,m,KA,Lucknow,,iPhone15,English,REQ_000767,78b9c6d432b5bf4bcd26e8716e25e8f4,05:28.5,Tablet,4G,1
U_10544,25-34,FEMALE,ka,,high,RedmiNote,Tamil,REQ_000768,6cfe2cf4cc1faebe89a00a0fd2739989,55:51.5,,4G,1
U_460498,35-44,MALE,,Lucknow,low,RedmiNote,English,REQ_000769,2b4588650e87089b0e9d55f94a2ec3b9,26:49.5,Tablet,5G,1
U_410852,55+,,MH,Bangalore,high,RedmiNote,Telugu,REQ_000770,b2da299bce93fec2f097d249022f4786,11:49.5,Mobile,4G,1
U_425241,55+,MALE,KA,,low,iPhone15,Telugu,REQ_000771,7cf197e63b9953cfd42a2b085b13ef62,35:59.5,,5G,1
U_328001,18-24,m,,,,Pixel8,Hindi,REQ_000772,734e10a941ec6f9957d3851c0327327c,50:36.5,Mobile,WiFi,1
U_324391,45-54,FEMALE,DL,Delhi,high,Pixel8,Telugu,REQ_000773,8ff7a15cd0fef581e334536ac6e92e71,55:26.5,,5G,1
U_268983,55+,MALE,DL,Bangalore,low,iPhone15,Tamil,REQ_000774,e339dffe075aad3c2fb7a90bf7f576a0,31:19.5,Mobile,5G,1
U_177073,55+,m,MH,,low,Pixel8,Telugu,REQ_000775,cad43111bfd99cb9d67ae00156cedc00,33:14.5,,WiFi,1
U_348064,,f,ka,Bangalore,low,Pixel8,Hindi,REQ_000776,d6e63fa8c60f17a4f326f0222b50253f,42:11.5,Tablet,WiFi,1
U_256676,55+,MALE,ka,Mumbai,high,iPhone15,Telugu,REQ_000777,12e2c7fe661f1d8adb109cef6b1ca613,31:23.5,Mobile,4G,1
U_65197,,FEMALE,UP,Chennai,,Pixel8,Telugu,REQ_000778,8da43241f08b46495195c5e3f7e2f521,42:25.5,Mobile,WiFi,1
U_360500,25-34,,MH,Chennai,high,RedmiNote,Hindi,REQ_000779,c0d37f2f2d892bccb5b18d0f812898fa,28:32.5,Tablet,5G,1
U_440562,,FEMALE,,Lucknow,high,RedmiNote,English,REQ_000780,704908b09824db3f9631d9cee548ec14,48:48.5,Tablet,4G,1
U_412864,below_18,MALE,DL,Chennai,high,RedmiNote,Tamil,REQ_000781,38afa5f452c529dcb5366830cecdac98,59:47.5,,4G,1
U_358244,35-44,FEMALE,KA,Bangalore,,SamsungS23,Hindi,REQ_000782,a7d953ea85c57c22c9d62a9a9f446654,15:41.5,Mobile,WiFi,1
U_232250,25-34,MALE,DL,Chennai,mid,SamsungS23,Hindi,REQ_000783,1dd3baf4ca50fe6540d2387d7a2041ef,12:36.5,Mobile,WiFi,1
U_465922,,FEMALE,TN,Bangalore,low,RedmiNote,English,REQ_000784,c7c4db7c2145a7dc0428c13893ab4f50,07:14.5,Tablet,5G,1
U_331725,25-34,,DL,Bangalore,,RedmiNote,Telugu,REQ_000785,aa079ddedca5217ac95091332b7ad5a5,49:12.5,Mobile,WiFi,1
U_228100,,,KA,Mumbai,,SamsungS23,Tamil,REQ_000786,45dbafd639ffd4e483b33eb10fd6d003,53:13.5,Mobile,WiFi,1
U_372180,55+,f,ka,Mumbai,low,iPhone15,Telugu,REQ_000787,ba48157d480083d15bf175e297470f5b,49:23.5,Tablet,WiFi,1
U_88138,45-54,m,,Mumbai,,RedmiNote,Hindi,REQ_000788,210e2b4251aa0eb417f4d121b27c7f0e,03:49.5,,4G,1
U_162951,below_18,,UP,Chennai,,Pixel8,Telugu,REQ_000789,f8380c06ae95b4060991ea83f2e326bb,25:33.5,Tablet,WiFi,1
U_00342,35-44,MALE,TN,Bangalore,,iPhone15,Telugu,REQ_000790,6950da4f1cbbe4bfc41b809a7c902d76,58:25.5,,5G,1
U_294098,55+,,TN,,low,RedmiNote,Telugu,REQ_000791,d5bf8a44c96c5be4c11abc03304f3da7,23:00.5,Tablet,5G,1
U_79765,25-34,m,ka,Mumbai,,SamsungS23,Tamil,REQ_000792,1e62722469fce0a4de3cdef0b483829d,41:37.5,Tablet,5G,1
U_35417,below_18,,,Delhi,high,RedmiNote,Tamil,REQ_000793,3e632f038b906004c18ba8e340ef3bfb,44:27.5,Mobile,WiFi,1
U_137296,18-24,MALE,TN,,high,RedmiNote,English,REQ_000794,85c0732eb7a83636b1815eb1cf09a6b8,25:05.5,Tablet,4G,1
U_380245,45-54,,DL,Chennai,mid,iPhone15,Tamil,REQ_000795,815bd7b9d288bab1c20acb211cf8ac78,57:43.5,Tablet,WiFi,1
